price,make,model,mileage_km,registration_date,body_type,transmission,primary_fuel
55420.0,BMW,X5,102400.0,2022-05-01,SUV,Automatic,Diesel
47900.0,BMW,X1,28000.0,2024-10-01,SUV,Automatic,Diesel
179950.0,Porsche,992,26158.0,2022-04-01,Coupe,Automatic,Super 95
41890.0,Mercedes-Benz,A 220,11000.0,2025-02-01,Hatchback,Automatic,Diesel
28900.0,Alfa Romeo,Junior,100.0,2025-06-01,SUV,Automatic,Regular/Benzine 91
13770.0,Alfa Romeo,Giulietta,61339.0,2021-06-01,Sedan,Manual,Regular/Benzine 91
44290.0,Mercedes-Benz,GLA 250,3701.0,2025-03-01,SUV,Automatic,Regular/Benzine 91
46990.0,Mercedes-Benz,GLB 200,9900.0,2025-06-01,SUV,Automatic,Super E10 95
25799.0,Alfa Romeo,Stelvio,87000.0,2021-01-01,SUV,Automatic,Diesel
16900.0,Alfa Romeo,Stelvio,100000.0,2018-02-01,SUV,Automatic,Diesel
103800.0,Porsche,Macan,8900.0,2025-09-01,SUV,Automatic,Electricity
19950.0,Suzuki,Vitara,6700.0,2025-07-01,SUV,Manual,Super E10 95
77490.0,Audi,Q7,9900.0,2025-01-01,SUV,Automatic,Super 95
61990.0,Mercedes-Benz,GLC 220,10218.0,2025-05-01,SUV,Automatic,Diesel
112500.0,Mercedes-Benz,EQS SUV,2453.0,2025-03-01,SUV,Automatic,Electricity
3400.0,BMW,116,199000.0,2007-11-01,Sedan,Manual,Regular/Benzine 91
73900.0,Porsche,Macan,15600.0,2023-01-01,SUV,Automatic,Super 95
21950.0,SsangYong,Rexton,191000.0,2021-11-01,SUV,Automatic,Diesel
44250.0,Mercedes-Benz,C 180,14500.0,2025-07-01,Sedan,Automatic,Regular/Benzine 91
24760.0,BMW,140,133531.0,2018-05-01,Sedan,Automatic,Regular/Benzine 91
24900.0,BMW,X5,188300.0,2014-05-01,SUV,Automatic,Diesel
37890.0,BMW,X3,37657.0,2022-08-01,SUV,Automatic,Electricity
64950.0,Audi,Q6 e-tron,6000.0,2025-03-01,SUV,Automatic,Electricity
17900.0,BMW,220,104567.0,2017-05-01,SUV,Automatic,Diesel
49680.0,Mercedes-Benz,GLA 200,7000.0,2025-05-01,SUV,Automatic,Diesel
65500.0,Audi,Q8,26900.0,2025-01-01,SUV,Automatic,Super 95
7990.0,BMW,X3,229808.0,2006-11-01,SUV,Automatic,Diesel
63227.0,Audi,Q3,10.0,2025-08-01,SUV,Automatic,Diesel
109870.0,Mercedes-Benz,GLS 450,7056.0,2024-12-01,SUV,Automatic,Super 95
21995.0,BMW,i3,36405.0,2022-10-01,Hatchback,Automatic,Electricity
16800.0,Suzuki,Jimny,55500.0,2017-08-01,SUV,Manual,Super 95
32690.0,Alfa Romeo,Giulia,24073.0,2024-06-01,Sedan,Automatic,Regular/Benzine 91
43950.0,Mercedes-Benz,CLA 200,8000.0,2025-06-01,Coupe,Automatic,Regular/Benzine 91
109990.0,Mercedes-Benz,GLS 350,9900.0,2025-10-01,SUV,Automatic,Diesel
51050.0,Mercedes-Benz,EQB 250,15.0,2025-01-01,SUV,Automatic,Electricity
116950.0,BMW,M2,6305.0,2025-02-01,Coupe,Automatic,Super 95
104490.0,Mercedes-Benz,GLE 350,9900.0,2025-08-01,Coupe,Automatic,Diesel
29800.0,BMW,320,52751.0,2021-03-01,Sedan,Automatic,Electricity
21399.0,BMW,X3,140650.0,2015-10-01,SUV,Automatic,Diesel
35900.0,Alfa Romeo,Tonale,11.0,2024-10-01,SUV,Semi-automatic,Diesel
34999.0,BMW,740,126500.0,2019-01-01,Sedan,Automatic,Diesel
41849.0,Mercedes-Benz,A 200,10000.0,2025-07-01,Sedan,Automatic,Super 95
20500.0,BMW,118,24000.0,2021-05-01,Sedan,Manual,Regular/Benzine 91
59990.0,Porsche,996,87150.0,2002-09-01,Coupe,Automatic,Regular/Benzine 91
41500.0,Porsche,Cayenne,92123.0,2018-07-01,SUV,Automatic,Super Plus E10 98
73475.0,BMW,M2,9500.0,2025-05-01,Coupe,Automatic,Regular/Benzine 91
37980.0,Audi,Q3,83364.0,2020-01-01,SUV,Automatic,Super 95
52950.0,Porsche,Cayenne,130500.0,2017-11-01,SUV,Automatic,Super 95
66375.0,Audi,Q4 e-tron,15.0,2025-01-01,SUV,Automatic,Electricity
18990.0,Suzuki,Swift,9.0,2025-04-01,Hatchback,Manual,Super E10 95
91990.0,Mercedes-Benz,GLC 63 AMG,3900.0,2024-02-01,SUV,Automatic,Regular/Benzine 91
56690.0,BMW,X1,6000.0,2025-10-01,SUV,Automatic,Electricity
17990.0,Suzuki,Swift,4900.0,2024-12-01,Sedan,Manual,Super 95
52900.0,Porsche,911,216000.0,2011-09-01,Coupe,Automatic,Regular/Benzine 91
114990.0,BMW,XM,9472.0,2024-10-01,SUV,Automatic,Regular/Benzine 91
63990.0,Mercedes-Benz,E 220,9900.0,2025-10-01,Sedan,Automatic,Diesel
38500.0,Mercedes-Benz,A 250,9900.0,2025-09-01,Sedan,Automatic,Super E10 95
29800.0,BMW,730,92119.0,2017-01-01,Sedan,Automatic,Diesel
24300.0,Alfa Romeo,Tonale,99000.0,2023-02-01,SUV,Automatic,Diesel
17990.0,BMW,318,110000.0,2017-02-01,Sedan,Manual,Diesel
26990.0,Alfa Romeo,Junior,5087.0,2025-01-01,Hatchback,Automatic,Regular/Benzine 91
47490.0,Mercedes-Benz,GLA 200,9900.0,2025-08-01,SUV,Automatic,Super E10 95
63122.0,BMW,X5,69018.0,2022-10-01,SUV,Automatic,Diesel
26890.0,BMW,X4,146635.0,2015-11-01,SUV,Automatic,Diesel
56740.0,Mercedes-Benz,GLB 220,50.0,2025-08-01,SUV,Automatic,Diesel
23490.0,Suzuki,Vitara,4000.0,2025-09-01,SUV,Automatic,Super 95
136838.0,Porsche,Cayenne,5500.0,2025-09-01,SUV,Automatic,Regular/Benzine 91
23500.0,Audi,e-tron,94703.0,2020-08-01,SUV,Automatic,Electricity
29990.0,BMW,750,135950.0,2016-07-01,Sedan,Automatic,Regular/Benzine 91
39000.0,Porsche,Macan,155000.0,2017-04-01,SUV,Automatic,Diesel
35850.0,Alfa Romeo,Giulia,25660.0,2023-10-01,Sedan,Automatic,Regular/Benzine 91
58890.0,Mercedes-Benz,GLC 200,9625.0,2025-03-01,Coupe,Automatic,Super E10 95
43480.0,Porsche,Macan,74738.0,2018-02-01,SUV,Automatic,Regular/Benzine 91
129900.0,Porsche,Cayenne,12500.0,2025-04-01,SUV,Automatic,Super 95
44490.0,BMW,X4,23800.0,2019-07-01,SUV,Automatic,Diesel
34500.0,Audi,e-tron,44850.0,2020-08-01,SUV,Automatic,Electricity
294911.0,Porsche,991,12000.0,2019-12-01,Coupe,Automatic,Super Plus 98
40299.0,Audi,RS Q3,120188.0,2020-04-01,SUV,Automatic,Regular/Benzine 91
38900.0,Mercedes-Benz,A 180,8000.0,2025-09-01,Sedan,Automatic,Regular/Benzine 91
62890.0,Mercedes-Benz,E 220,9900.0,2025-10-01,Sedan,Automatic,Diesel
69900.0,Porsche,Macan,45000.0,2022-03-01,SUV,Automatic,Super 95
114850.0,Porsche,Cayenne,18760.0,2024-05-01,SUV,Automatic,Super Plus 98
114900.0,Porsche,991,59000.0,2013-01-01,Coupe,Automatic,Super 95
45980.0,Mercedes-Benz,GLB 200,4860.0,2025-03-01,SUV,Automatic,Super E10 95
94900.0,Porsche,Taycan,26580.0,2024-07-01,Sedan,Automatic,Electricity
67732.0,Audi,Q3,10.0,2025-10-01,SUV,Automatic,Super 95
93850.0,Porsche,Cayenne,40000.0,2024-02-01,SUV,Automatic,Electricity
39999.0,BMW,320,13500.0,2025-01-01,Sedan,Automatic,Super E10 95
16660.0,Volvo,V40,72100.0,2019-10-01,Sedan,Automatic,Diesel
79940.0,Audi,Q7,900.0,2025-09-01,SUV,Automatic,Diesel
121840.0,Audi,SQ7,14500.0,2025-04-01,SUV,Automatic,Super 95
61890.0,Mercedes-Benz,GLC 220,9900.0,2025-06-01,SUV,Automatic,Diesel
87980.0,Porsche,Macan,7500.0,2025-03-01,SUV,Automatic,Electricity
19940.0,BMW,118,31205.0,2022-08-01,Sedan,Manual,Regular/Benzine 91
2500.0,BMW,316,108000.0,2002-04-01,Hatchback,Automatic,Super 95
49980.0,BMW,M850,78750.0,2020-09-01,Coupe,Automatic,Super E10 95
45990.0,Mercedes-Benz,GLA 180,11076.0,2025-01-01,SUV,Automatic,Super 95
42880.0,Mercedes-Benz,GLB 200,3000.0,2025-06-01,SUV,Automatic,Super 95
52900.0,BMW,i4,8999.0,2025-05-01,Sedan,Automatic,Electricity
26800.0,Alfa Romeo,Junior,1.0,2025-05-01,SUV,Automatic,Super 95
23990.0,Porsche,Cayenne,207000.0,2013-04-01,SUV,Automatic,Diesel
19999.0,BMW,335,96385.0,2014-02-01,Sedan,Automatic,Regular/Benzine 91
79900.0,Mercedes-Benz,EQE SUV,16500.0,2025-02-01,SUV,Automatic,Electricity
88950.0,Porsche,Cayenne,17600.0,2023-09-01,SUV,Automatic,Super 95
60100.0,Mercedes-Benz,CLA 250,15.0,2025-01-01,Sedan,Automatic,Electricity
84900.0,Porsche,Macan,17562.0,2025-04-01,SUV,Automatic,Electricity
34990.0,Mercedes-Benz,A 180,9900.0,2025-06-01,Sedan,Automatic,Super E10 95
25900.0,BMW,120,62303.0,2020-06-01,Sedan,Automatic,Diesel
43790.0,Mercedes-Benz,GLB 200,1354.0,2025-06-01,SUV,Automatic,Super E10 95
31890.0,BMW,X5,140000.0,2017-05-01,SUV,Automatic,Diesel
59330.0,Audi,Q5,9999.0,2025-03-01,SUV,Automatic,Super 95
20890.0,Suzuki,Vitara,39000.0,2021-06-01,Hatchback,Automatic,Super 95
169990.0,Mercedes-Benz,GLS 63 AMG,10000.0,2025-02-01,SUV,Automatic,Super E10 95
53618.0,Mercedes-Benz,GLB 200,10.0,2025-01-01,SUV,Automatic,Diesel
27350.0,Audi,Q3,64000.0,2020-08-01,SUV,Automatic,Super E10 95
5700.0,Hyundai,i10,108700.0,2014-05-01,Sedan,Manual,Super 95
16840.0,Suzuki,Swift,5000.0,2025-03-01,Hatchback,Manual,Super E10 95
116900.0,Audi,Q7,1100.0,2025-10-01,SUV,Automatic,Regular/Benzine 91
53900.0,Mercedes-Benz,GLA 200,9000.0,2025-05-01,SUV,Automatic,Diesel
117480.0,Porsche,992,54900.0,2019-08-01,Coupe,Automatic,Regular/Benzine 91
102590.0,Audi,Q8,12500.0,2025-03-01,SUV,Automatic,Diesel
27990.0,Alfa Romeo,Tonale,26500.0,2023-02-01,SUV,Automatic,Super 95
78950.0,Audi,A6,1501.0,2025-07-01,Sedan,Automatic,Diesel
69000.0,BYD,Seal,22502.0,2023-09-01,Sedan,Automatic,Electricity
169900.0,Mercedes-Benz,AMG GT,29387.0,2024-03-01,Sedan,Automatic,Electricity
24335.0,BMW,X1,45838.0,2022-05-01,SUV,Manual,Regular/Benzine 91
73990.0,Audi,RS Q8,124500.0,2020-12-01,SUV,Automatic,Regular/Benzine 91
78400.0,Audi,Q5,28.0,2025-06-01,SUV,Automatic,Electricity
38450.0,Audi,Q5,35490.0,2020-12-01,SUV,Automatic,Diesel
69900.0,Mercedes-Benz,EQE 350,50.0,2025-03-01,Sedan,Automatic,Electricity
26980.0,Audi,Q5,116505.0,2020-10-01,SUV,Automatic,Diesel
26490.0,Porsche,Cayenne,238542.0,2017-05-01,SUV,Automatic,Diesel
28900.0,BMW,640,153000.0,2017-12-01,Sedan,Automatic,Super 95
72444.0,BMW,430,5913.0,2025-07-01,Sedan,Automatic,Diesel
116990.0,Mercedes-Benz,AMG GT,15964.0,2024-01-01,Coupe,Automatic,Super Plus 98
204900.0,Porsche,991,32928.0,2016-04-01,Coupe,Automatic,Super 95
91988.0,Mercedes-Benz,GLE 450,18685.0,2025-03-01,SUV,Automatic,Super 95
69990.0,Porsche,Panamera,98830.0,2018-02-01,Sedan,Automatic,Super Plus 98
39890.0,Mercedes-Benz,GLA 200,5000.0,2025-10-01,SUV,Automatic,Super 95
62890.0,BMW,440,25696.0,2025-01-01,Coupe,Automatic,Super 95
33633.0,BMW,120,7374.0,2025-04-01,Sedan,Automatic,Super 95
84999.0,Porsche,Macan,22000.0,2022-12-01,SUV,Automatic,Regular/Benzine 91
29980.0,BMW,X2,94991.0,2022-08-01,SUV,Automatic,Diesel
27980.0,Audi,A6,89400.0,2020-11-01,Sedan,Automatic,Diesel
67450.0,Audi,RS3,2900.0,2025-08-01,Sedan,Automatic,Super 95
109058.0,Audi,Q8,10.0,2025-01-01,SUV,Automatic,Super 95
124950.0,Porsche,Cayenne,12521.0,2024-11-01,SUV,Automatic,Super 95
22950.0,Volvo,XC40,88599.0,2019-04-01,SUV,Manual,Super 95
81900.0,Porsche,Macan,6121.0,2024-12-01,SUV,Automatic,Electricity
44565.0,BMW,X1,2500.0,2025-08-01,SUV,Automatic,Diesel
39990.0,Mercedes-Benz,C 180,22669.0,2025-01-01,Sedan,Automatic,Super E10 95
99440.0,BMW,X7 M,26340.0,2025-01-01,SUV,Automatic,Regular/Benzine 91
79950.0,BMW,X4 M,63766.0,2021-02-01,SUV,Automatic,Super 95
91990.0,Audi,Q8,3272.0,2025-07-01,SUV,Automatic,Diesel
37970.0,Mercedes-Benz,B 200,18000.0,2025-09-01,Sedan,Automatic,Super 95
31500.0,Mercedes-Benz,A 200,22000.0,2025-03-01,Sedan,Automatic,Diesel
137750.0,Porsche,Cayenne,8950.0,2025-07-01,Coupe,Automatic,Super E10 95
185900.0,Mercedes-Benz,AMG GT,17266.0,2024-03-01,Coupe,Automatic,Regular/Benzine 91
94850.0,Mercedes-Benz,GLE 580,36500.0,2024-01-01,SUV,Automatic,Super 95
31490.0,BMW,X5,88400.0,2014-01-01,SUV,Automatic,Regular/Benzine 91
63311.0,Audi,S3,10.0,2025-10-01,Sedan,Automatic,Super 95
94800.0,BMW,M8,55500.0,2021-03-01,Coupe,Automatic,Regular/Benzine 91
9499.0,BMW,330,189000.0,2001-03-01,Sedan,Manual,Super 95
36900.0,BMW,i4,63168.0,2022-07-01,Hatchback,Automatic,Electricity
77991.0,Porsche,991,99991.0,2014-10-01,Coupe,Automatic,Super 95
39900.0,Mercedes-Benz,A 200,9900.0,2025-04-01,Sedan,Automatic,Super E10 95
28490.0,Alfa Romeo,Tonale,20534.0,2024-03-01,SUV,Semi-automatic,Regular/Benzine 91
38980.0,Porsche,Macan,145000.0,2017-03-01,SUV,Automatic,Regular/Benzine 91
44850.0,Mercedes-Benz,GLA 200,5000.0,2025-09-01,SUV,Automatic,Super 95
51950.0,BMW,550,85850.0,2022-07-01,Sedan,Automatic,Regular/Benzine 91
119950.0,Porsche,Macan,26147.0,2024-11-01,SUV,Automatic,Electricity
24990.0,Audi,A4,75719.0,2020-08-01,Sedan,Automatic,Diesel
57950.0,BMW,745,86799.0,2022-05-01,Sedan,Automatic,Super 95
22950.0,Audi,e-tron,79227.0,2020-08-01,SUV,Automatic,Electricity
9850.0,BMW,530,207500.0,2006-06-01,Sedan,Automatic,Regular/Benzine 91
45790.0,Mercedes-Benz,CLA 200,20.0,2025-11-01,Coupe,Automatic,Super E10 95
7850.0,BMW,116,73712.0,2013-06-01,Sedan,Manual,Regular/Benzine 91
99700.0,Audi,Q8,50.0,2025-10-01,SUV,Automatic,Regular/Benzine 91
49950.0,Porsche,Panamera,148177.0,2017-03-01,Hatchback,Automatic,Super 95
29400.0,BMW,330,62280.0,2021-02-01,Sedan,Automatic,Super 95
19500.0,BMW,116,55700.0,2022-08-01,Sedan,Manual,Diesel
41700.0,BMW,X1,27979.0,2022-09-01,SUV,Automatic,Regular/Benzine E10 91
33490.0,BMW,530,59400.0,2022-06-01,Sedan,Automatic,Regular/Benzine 91
35990.0,Audi,e-tron,79848.0,2020-02-01,SUV,Automatic,Electricity
86990.0,Mercedes-Benz,GLE 350,9900.0,2025-07-01,SUV,Automatic,Diesel
22900.0,BMW,X5,107000.0,2014-05-01,SUV,Automatic,Diesel
42950.0,Audi,Q7 e-tron,169000.0,2020-04-01,SUV,Automatic,Super 95
89981.0,Audi,Q8,10.0,2025-10-01,SUV,Automatic,Diesel
42950.0,Mercedes-Benz,GLB 200,4600.0,2025-03-01,SUV,Automatic,Diesel
50998.0,Mercedes-Benz,C 200,9900.0,2025-10-01,Sedan,Automatic,Super E10 95
28399.0,BMW,530,51866.0,2018-02-01,Sedan,Automatic,Regular/Benzine 91
23850.0,Suzuki,S-Cross,3340.0,2025-05-01,SUV,Manual,Super 95
23880.0,Volvo,XC60,90000.0,2017-10-01,SUV,Automatic,Diesel
15990.0,Volkswagen,Passat,134000.0,2021-04-01,Sedan,Manual,Super 95
75000.0,Porsche,Cayman,3321.0,2023-06-01,Coupe,Automatic,Super E10 95
18995.0,BMW,520,120900.0,2016-01-01,Sedan,Automatic,Diesel
113333.0,Mercedes-Benz,GLE 53 AMG,10281.0,2025-01-01,SUV,Automatic,Super 95
36790.0,Alfa Romeo,Stelvio,14079.0,2023-05-01,SUV,Automatic,Regular/Benzine 91
32900.0,BMW,320,74900.0,2020-07-01,Sedan,Automatic,Regular/Benzine 91
26999.0,BMW,430,90000.0,2020-05-01,Coupe,Automatic,Super E10 95
74200.0,BMW,540,18000.0,2026-01-01,Sedan,Automatic,Diesel
147900.0,Porsche,992,24300.0,2024-04-01,Coupe,Automatic,Regular/Benzine 91
92900.0,Porsche,Cayenne,70647.0,2022-02-01,SUV,Automatic,Electricity
66490.0,Mercedes-Benz,GLC 300,22900.0,2025-03-01,SUV,Automatic,Super 95
25260.0,Renault,Austral,19122.0,2023-06-01,SUV,Automatic,Regular/Benzine 91
59990.0,BMW,X3,9500.0,2025-06-01,SUV,Automatic,Diesel
64900.0,Porsche,Macan,51924.0,2022-07-01,SUV,Automatic,Super 95
48950.0,BMW,M2,39000.0,2019-08-01,Coupe,Automatic,Regular/Benzine 91
1950.0,BMW,520,319156.0,2004-03-01,Sedan,Manual,Super 95
38795.0,Mercedes-Benz,GLA 200,9900.0,2025-03-01,SUV,Automatic,Super 95
29700.0,Audi,Q5,59988.0,2020-06-01,SUV,Automatic,Regular/Benzine 91
35990.0,BMW,X6,114000.0,2016-05-01,SUV,Automatic,Diesel
42999.0,BMW,340,22765.0,2020-10-01,Sedan,Automatic,Regular/Benzine 91
55880.0,Mercedes-Benz,GLA 250,14500.0,2025-05-01,SUV,Automatic,Regular/Benzine 91
36900.0,BMW,X3,42000.0,2020-08-01,SUV,Automatic,Regular/Benzine 91
64900.0,Audi,Q5,100.0,2025-01-01,SUV,Automatic,Electricity
31990.0,Porsche,Cayenne,151000.0,2014-08-01,SUV,Automatic,Regular/Benzine 91
25400.0,Suzuki,Jimny,40000.0,2021-12-01,SUV,Manual,Super 95
22999.0,Porsche,Cayenne,197600.0,2014-01-01,SUV,Automatic,Diesel
27490.0,Alfa Romeo,Stelvio,51500.0,2021-07-01,SUV,Automatic,Regular/Benzine 91
125990.0,Porsche,992,22800.0,2019-08-01,Coupe,Automatic,Super Plus 98
37980.0,BMW,X5,198780.0,2019-02-01,SUV,Automatic,Diesel
43649.0,BMW,540,59000.0,2022-12-01,Sedan,Automatic,Regular/Benzine 91
51500.0,Porsche,Cayenne,115286.0,2019-11-01,SUV,Automatic,Regular/Benzine 91
95990.0,Mercedes-Benz,GLE 350,16522.0,2024-10-01,SUV,Automatic,Diesel
134990.0,Porsche,911,82000.0,2018-11-01,Coupe,Automatic,Regular/Benzine 91
56890.0,BMW,X4 M,50200.0,2022-03-01,Coupe,Automatic,Regular/Benzine 91
69800.0,Porsche,Cayenne,73750.0,2019-09-01,SUV,Automatic,Super 95
54000.0,Mercedes-Benz,C 300,50.0,2025-06-01,Sedan,Automatic,Regular/Benzine 91
164900.0,Mercedes-Benz,G 450,222.0,2025-03-01,SUV,Automatic,Diesel
60850.0,BMW,M850,57969.0,2022-05-01,Coupe,Automatic,Regular/Benzine 91
126911.0,Porsche,992,2900.0,2022-01-01,Coupe,Automatic,Super E10 95
38990.0,Mercedes-Benz,GLA 180,6570.0,2025-03-01,SUV,Automatic,Super E10 95
99950.0,Porsche,991,137850.0,2017-04-01,Coupe,Automatic,Super 95
68700.0,Porsche,Cayman,29500.0,2017-03-01,Coupe,Automatic,Super 95
26900.0,Volvo,XC40,70450.0,2020-07-01,SUV,Automatic,Diesel
57400.0,BMW,X4,30000.0,2024-01-01,SUV,Automatic,Diesel
51950.0,BMW,X5,131600.0,2020-07-01,SUV,Automatic,Diesel
56700.0,Mercedes-Benz,E 300,6427.0,2025-04-01,Sedan,Automatic,Regular/Benzine 91
63950.0,Alfa Romeo,Giulia,55000.0,2022-05-01,Sedan,Automatic,Super Plus 98
25500.0,Audi,RS Q3,110000.0,2014-05-01,SUV,Automatic,Super Plus 98
94900.0,Porsche,Macan,9900.0,2025-08-01,SUV,Automatic,Electricity
1200.0,Suzuki,Swift,142000.0,2008-01-01,Sedan,Manual,Super 95
99990.0,Mercedes-Benz,GLE 350,26540.0,2024-03-01,SUV,Automatic,Diesel
71900.0,Porsche,Cayenne,92426.0,2017-12-01,SUV,Automatic,Super 95
44910.0,BMW,X5,78643.0,2019-04-01,SUV,Automatic,Diesel
64995.0,Mercedes-Benz,EQE 300,8967.0,2025-03-01,Sedan,Automatic,Electricity
52890.0,BMW,M2,33500.0,2020-07-01,Coupe,Automatic,Super Plus 98
59887.0,Mercedes-Benz,CLA 250,15.0,2025-01-01,Sedan,Automatic,Electricity
4444.0,Alfa Romeo,MiTo,127822.0,2014-02-01,Hatchback,Manual,Super 95
19790.0,Honda,CR-V,96434.0,2016-09-01,SUV,Automatic,Diesel
97900.0,Audi,Q8,10000.0,2025-03-01,SUV,Automatic,Diesel
63999.0,Alfa Romeo,Stelvio,1500.0,2025-01-01,SUV,Automatic,Regular/Benzine 91
63990.0,Mercedes-Benz,GLC 220,9900.0,2025-10-01,Coupe,Automatic,Diesel
22500.0,BMW,118,28950.0,2020-08-01,Sedan,Manual,Super 95
10999.0,Hyundai,iX35,108000.0,2014-07-01,SUV,Automatic,Regular/Benzine 91
6950.0,Volvo,V40,197500.0,2017-02-01,Sedan,Manual,Diesel
35890.0,Volvo,XC60,75598.0,2020-06-01,SUV,Automatic,Diesel
74950.0,Porsche,Macan,32999.0,2023-11-01,SUV,Automatic,Regular/Benzine 91
87590.0,Mercedes-Benz,GLE 350,9900.0,2025-06-01,SUV,Automatic,Diesel
41850.0,BMW,X3,42508.0,2022-03-01,SUV,Automatic,Regular/Benzine 91
51900.0,Porsche,997,93000.0,2006-02-01,Coupe,Automatic,Regular/Benzine 91
74890.0,BMW,M850,38900.0,2022-10-01,Coupe,Automatic,Regular/Benzine 91
47895.0,BMW,X3,112168.0,2020-07-01,SUV,Automatic,Super 95
2200.0,BMW,525,280000.0,2005-11-01,Sedan,Automatic,Diesel
24990.0,BMW,X5,237900.0,2014-06-01,SUV,Automatic,Diesel
1500.0,BMW,520,372000.0,2003-10-01,Sedan,Automatic,Liquid petroleum gas (LPG)
26900.0,BMW,120,71613.0,2022-08-01,Sedan,Automatic,Regular/Benzine 91
61990.0,Mercedes-Benz,GLC 220,9900.0,2025-05-01,SUV,Automatic,Diesel
89990.0,BMW,X5 M,46100.0,2022-07-01,SUV,Automatic,Regular/Benzine 91
46950.0,Mercedes-Benz,GLA 200,9999.0,2025-06-01,SUV,Automatic,Regular/Benzine 91
105990.0,Mercedes-Benz,GLS 450,16128.0,2024-07-01,SUV,Automatic,Diesel
11950.0,Volkswagen,Polo,59050.0,2019-08-01,Sedan,Manual,Liquid petroleum gas (LPG)
24990.0,BMW,120,90000.0,2021-08-01,Sedan,Automatic,Diesel
12949.0,BMW,320,136136.0,2013-01-01,Sedan,Manual,Super 95
42890.0,Mercedes-Benz,GLB 200,11000.0,2025-01-01,SUV,Automatic,Diesel
62950.0,BMW,X5,63156.0,2021-07-01,SUV,Automatic,Super 95
37950.0,Suzuki,Jimny,995.0,2024-06-01,SUV,Manual,Super 95
26940.0,BMW,220,75350.0,2020-09-01,Sedan,Automatic,Diesel
19990.0,Suzuki,Vitara,32500.0,2024-03-01,SUV,Manual,Regular/Benzine E10 91
59886.0,Mercedes-Benz,CLA 250,10.0,2025-01-01,Coupe,Automatic,Electricity
2990.0,BMW,118,158260.0,2006-08-01,Sedan,Automatic,Super 95
9990.0,BMW,525,66000.0,2006-11-01,Sedan,Automatic,Regular/Benzine 91
49394.0,Mercedes-Benz,GLB 220,13473.0,2025-02-01,SUV,Automatic,Super 95
152900.0,Porsche,911,9000.0,2022-05-01,Coupe,Automatic,Super Plus 98
41990.0,Porsche,Macan,157500.0,2019-05-01,SUV,Automatic,Regular/Benzine 91
85990.0,Mercedes-Benz,GLE 350,13452.0,2025-01-01,SUV,Automatic,Diesel
25250.0,Suzuki,Jimny,26000.0,2023-02-01,SUV,Manual,Super 95
49950.0,Porsche,Panamera,153126.0,2014-01-01,Sedan,Automatic,Super Plus 98
78250.0,Audi,Q6 e-tron,3000.0,2025-08-01,SUV,Automatic,Electricity
279900.0,Porsche,992,2850.0,2025-06-01,Coupe,Automatic,Regular/Benzine 91
28855.0,BMW,X2,32345.0,2021-11-01,SUV,Automatic,Diesel
59950.0,Porsche,Macan,19000.0,2016-01-01,SUV,Automatic,Super Plus 98
9300.0,Volvo,V40 Cross Country,138000.0,2015-04-01,Sedan,Automatic,Diesel
165000.0,Mercedes-Benz,S 580,13937.0,2025-03-01,Sedan,Automatic,Super 95
23890.0,Porsche,Panamera,250000.0,2012-03-01,Coupe,Automatic,Diesel
109900.0,BMW,X7,22000.0,2025-04-01,SUV,Automatic,Diesel
62780.0,Audi,Q7,28638.0,2025-01-01,SUV,Automatic,Diesel
42900.0,Mercedes-Benz,GLB 180,16210.0,2025-01-01,SUV,Automatic,Super Plus 98
40250.0,Mercedes-Benz,CLA 200,9900.0,2025-07-01,Coupe,Automatic,Super E10 95
36900.0,Alfa Romeo,Giulia,24600.0,2023-05-01,Sedan,Automatic,Regular/Benzine E10 91
10900.0,Suzuki,Vitara,129000.0,2015-07-01,SUV,Manual,Diesel
24990.0,Audi,Q2,37885.0,2020-12-01,SUV,Automatic,Diesel
15500.0,BMW,X1,161230.0,2020-07-01,SUV,Automatic,Diesel
117550.0,Mercedes-Benz,S 450,16185.0,2024-03-01,Sedan,Automatic,Diesel
23950.0,BMW,118,39980.0,2020-08-01,Sedan,Automatic,Regular/Benzine E10 91
2650.0,BMW,318,119235.0,2004-11-01,Sedan,Manual,Super 95
122990.0,Mercedes-Benz,GLE 53 AMG,10000.0,2025-06-01,Coupe,Automatic,Regular/Benzine 91
82999.0,Audi,Q8 e-tron,18340.0,2025-04-01,SUV,Automatic,Electricity
89850.0,Porsche,Macan,3990.0,2025-10-01,SUV,Automatic,Electricity
62990.0,Mercedes-Benz,GLC 220,9900.0,2025-07-01,SUV,Automatic,Diesel
2699.0,Volvo,S40,283400.0,2011-08-01,Sedan,Manual,Diesel
45840.0,Mercedes-Benz,GLB 200,10.0,2025-01-01,SUV,Automatic,Super 95
17400.0,Suzuki,S-Cross,61966.0,2022-10-01,Sedan,Manual,Electricity
125991.0,Porsche,911,19100.0,2018-12-01,Coupe,Automatic,Regular/Benzine E10 91
22250.0,BMW,X3,155000.0,2016-06-01,SUV,Automatic,Diesel
164888.0,Mercedes-Benz,G 450,3000.0,2025-05-01,SUV,Automatic,Diesel
16890.0,Suzuki,Ignis,9500.0,2023-05-01,Hatchback,Manual,Regular/Benzine E10 91
42350.0,Mercedes-Benz,CLA 200,10821.0,2025-04-01,Coupe,Automatic,Super 95
77950.0,Porsche,Macan,71340.0,2020-10-01,SUV,Automatic,Super 95
29800.0,BMW,X3,167232.0,2018-04-01,SUV,Automatic,Diesel
